	address	attributes	AcceptsInsurance	AgesAllowed	Alcohol	Ambience	BYOB	BYOBCorkage	BestNights	BikeParking	BusinessAcceptsBitcoin	BusinessAcceptsCreditCards	BusinessParking	ByAppointmentOnly	Caters	CoatCheck	Corkage	DietaryRestrictions	DogsAllowed	DriveThru	GoodForDancing	GoodForKids	GoodForMeal	HairSpecializesIn	HappyHour	HasTV	Music	NoiseLevel	Open24Hours	OutdoorSeating	RestaurantsAttire	RestaurantsCounterService	RestaurantsDelivery	RestaurantsGoodForGroups	RestaurantsPriceRange2	RestaurantsReservations	RestaurantsTableService	RestaurantsTakeOut	Smoking	WheelchairAccessible	WiFi	business_id	categories	city	hours	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday	is_open	latitude	longitude	name	neighborhood	postal_code	review_count	stars	state	cuisine
83112	3650 E Flamingo Rd					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}									True				False				False	casual		True	True	2	False		True				BSbKXrd41LiCmZ_fEMwrOw	American (New), Restaurants	Las Vegas		11:0-18:0	11:0-18:0	11:0-18:0		11:0-18:0	11:0-18:0	11:0-18:0	0	36.115813	-115.095457	Fix8 Fitness Cafe	Eastside	89121	5	4.5	NV	american
83181	2620 Regatta Dr, Ste 118				full_bar	{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				False			False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}			True	{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}	quiet		True	dressy		True	True	3	True	True	True		True	free	siuAD-vFRYAjozc332wq3g	American (Traditional), Steakhouses, Bars, American (New), Lounges, Restaurants, Nightlife	Las Vegas		11:30-22:0		11:30-22:0	11:0-22:0	11:30-22:0	11:30-22:0	11:30-22:0	1	36.2072206635	-115.26795603	Americana	Summerlin	89128	266	4.5	NV	american
83577	1131 E Tropicana Ave, Ste D				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}		no		False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True			{'dairy-free': True, 'gluten-free': False, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': True}	False			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average	False	False	casual		True	True	1	True	True	True		True	free	GMrwDXRlAZU2zj5nH6l4vQ	Restaurants, American (New), Vietnamese, Sandwiches	Las Vegas		10:0-21:30	10:0-21:30	10:0-21:30	10:0-21:30	10:0-21:30	10:0-21:30	10:0-21:30	1	36.1001831	-115.138668	Pho Thanh Huong	Southeast	89119	461	4.0	NV	american
83584	11770 W Charleston Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False					False		False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	False	True	True		True	free	H8qlBw1YaxMsItfz25-AyA	Burgers, Chicken Wings, Restaurants, American (New)	Las Vegas		6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	6:0-6:0	1	36.159014	-115.351342	John Cutter	Summerlin	89135	303	3.0	NV	american
83885	128 Fremont St				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}		False							False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		loud		False	casual		False	False	1	False	False	True		True	free	yCUM58iPU8-G6KbgmzuKjA	American (New), Hot Dogs, Restaurants, Salad, Sandwiches, Delis, Food Stands	Las Vegas		12:0-20:30	12:0-20:30	12:0-20:30	12:0-20:30	12:0-20:30	12:0-20:30	12:0-20:30	1	36.1716327	-115.1442634	Binion's Deli	Downtown	89101	17	3.5	NV	american
84053	1089 E Tropicana Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	False	True	yes		free	mZI_wVrLOjz4M-QIC9n-jA	American (New), Bars, Nightlife, Pubs, Restaurants, Sports Bars, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.100368	-115.139525	Pt's Pub	Southeast	89119	38	2.5	NV	american
84070	820 S Rampart Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							False				False		average		True			False	False	1	False	False	True				Ke0nQzmHSGTdSqmagaNr4Q	Restaurants, American (New)	Las Vegas									0	36.1621982	-115.2888247	Panda Express	Westside	89145	3	2.5	NV	american
84411	115 E Tropicana Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}	False	yes_free		True	False	True	{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}		False		False		False			False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	False	True	True		True	free	4GXII-GU7S0ZyU6ElkhscQ	American (Traditional), Restaurants, Casinos, Nightlife, Bars, American (New), Hotels, Arts & Entertainment, Chicken Wings, Hotels & Travel, Event Planning & Services	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0993459	-115.167874	Hooters Casino Hotel Las Vegas	Southeast	89109	1432	2.5	NV	american
84453	2025 Village Center Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				True			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			True		average		True	casual		False	True	2	False	True	True		True	free	PtwW1Hwme8Y0wy54zNr8Xw	American (Traditional), American (New), Restaurants, Breakfast & Brunch	Las Vegas		6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	1	36.1910596779	-115.304284944	Egg Works	Summerlin	89134	446	4.5	NV	american
85224	3540 W Sahara Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		True	casual		False	True	2	True	True	True	yes	True	free	bPh7M1vos_V-g8_s-eHaNA	Pubs, Restaurants, Sports Bars, Burgers, Bars, American (New), American (Traditional), Nightlife	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1457065146	-115.188303791	Rebel Republic	Westside	89102	245	4.0	NV	american
86495	Fashion Show Mall Food Court, 3200 Las Vegas Blvd S, Ste 3155				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True										True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False				False	casual		False	True	1	False	False	True		True		OcHZMxSYubLUg64aBU27sA	Hot Dogs, Cheesesteaks, American (New), Restaurants	Las Vegas									1	36.127308	-115.171459	Nathan's Famous	The Strip	89109	11	2.5	NV	american
87014	4983 W Flamingo Rd, Ste A				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}				False	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				False			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	True	2	True	True	False		True	no	364hhL5st0LV16UcBHRJ3A	Japanese, Tapas/Small Plates, Asian Fusion, Restaurants, American (New), Sushi Bars	Las Vegas		17:0-21:0	17:0-22:15	17:0-21:0	17:0-22:15	17:0-21:0	17:0-21:0	17:0-21:0	1	36.114935	-115.209737	Yonaka Modern Japanese		89103	940	4.5	NV	american
87244	3600 S Las Vegas Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}	False	yes_corkage	{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	True	True				False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}		False	False	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	dressy	False	False	True	4	True	True	False	no	True	free	-3zffZUHoY8bQjGfPSoBKQ	Nightlife, American (New), Bars, Seafood, Restaurants	Las Vegas		17:0-22:0	17:0-22:0	17:0-22:0	17:30-22:0	17:0-22:0	17:0-22:0	17:0-22:0	1	36.11199	-115.177001	Michael Mina	The Strip	89109	616	4.0	NV	american
87330	616 E Carson Ave, Ste 110				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}		True				True			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': True}			True		average		True	casual		False	True	2	True	True	True		True	free	VD0zZKG_ZEz_VYlKLtu9Zg	Sandwiches, Salad, American (New), Restaurants	Las Vegas		17:0-22:0		17:0-22:0	17:0-21:30	17:0-21:30	17:0-21:30	17:0-21:30	0	36.167322389	-115.139220969	Glutton	Downtown	89101	367	4.5	NV	american
87341	Las Vegas Club Hotel, 18 E Fremont Street				full_bar	{'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}									True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			False		quiet		False	casual		False	True	2	True	True	True		True	no	xWvs1-iNlJtw3NTyWl2BbA	American (New), Restaurants	Las Vegas									0	36.1697096	-115.1236952	Tinoco's Kitchen		89101	30	4.0	NV	american
87931	3730 Las Vegas Blvd S				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			False		average		False	casual		False	False	2	False	False	True		True	free	qKys2eEhVt5A7NUYMn7o7Q	Burgers, Restaurants, American (New)	Las Vegas		10:0-3:0	10:0-0:0	10:0-3:0	10:0-0:0	10:0-0:0	10:0-0:0	10:0-0:0	1	36.1070840267	-115.176087175	Burger Lounge	The Strip	89158	139	3.5	NV	american
87981	7200 S Las Vegas Blvd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}				True		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}			True		average		True	casual		False	True	2	False	True	True			free	dNRbhJt4wd-ZU4lFVK3iiw	Restaurants, American (New)	Las Vegas									1	36.0596893	-115.1715273	17 South Booze & Bites	Southeast	89119	78	3.0	NV	american
88182	8275 W Spring Mtn Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					True	True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}		False	False	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}	very_loud		True	casual		False	True	2	False	False	True	no	True	no	QkSf6Dgn4hYWNfaT6_kd5A	Nightlife, American (New), Music Venues, Restaurants, Festivals, Arts & Entertainment, Food	Las Vegas									1	36.1252825947	-115.273580885	MIX 94.1's Bite Of Las Vegas	Spring Valley	89117	44	4.0	NV	american
88246	217 Las Vegas Blvd				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			True		average		False	casual		False	True	2	False	False	True			free	uILn9EX0WW-AHL6lV8gupA	Breakfast & Brunch, American (New), Restaurants, Burgers, Cafes	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1710588	-115.1399349	Fiddlestix	Downtown	89101	86	3.5	NV	american
88250	6593 Las Vegas Blvd S, Unit B155				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}							{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							True				False		quiet		False	casual		False	True	2	False	False	False			no	FT99KLluYZA7vFZEIypIwQ	Desserts, American (New), Food, Restaurants	Las Vegas		8:30-22:0	8:30-21:0	8:30-22:0	11:0-20:0	8:30-21:0	8:30-21:0	8:30-21:0	0	36.0682497116	-115.177230835	Fracos & Froccs	Southeast	89119	11	3.5	NV	american
89158	9111 Las Vegas Blvd S				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}		True				False	False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			True		average		True	casual		True	False	1	False	True	True		True	free	7lDDVsh4K3KeDdUv8_t7Zg	Burgers, Restaurants, American (New)	Las Vegas		11:0-23:0	11:0-22:0	11:0-23:0	11:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	0	36.0244459475	-115.172720935	Burger Brothers	Southeast	89123	35	3.5	NV	american
89868	6800 W Sahara Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}	False	no		True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False		False		False			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		True	casual		False	True	2	True	True	True		True	no	g8OnV26ywJlZpezdBnOWUQ	Restaurants, American (New), Breakfast & Brunch	Las Vegas		7:30-22:0	7:30-21:0	7:30-22:0	7:30-21:0	7:30-21:0	7:30-21:0	7:30-21:0	1	36.1447126	-115.2400919	Hash House A Go Go	Westside	89146	3193	4.0	NV	american
89971	5045 W Tropicana Ave				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	False	False	True		True	no	1CP8aJa8ILlfM5deroar0Q	Restaurants, American (New), Chicken Wings	Las Vegas		11:0-0:0	11:0-0:0	11:0-0:0	11:0-0:0	11:0-0:0	11:0-0:0	11:0-0:0	1	36.1002191	-115.2099431	Wingstop		89103	158	3.0	NV	american
90057	6375 S Rainbow Blvd, Ste 101				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True					False		True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			False		average		True	casual		False	True	2	False	False	True		True	free	dSjzFrUbIjqlhd2cJp-zSA	Chicken Shop, Fast Food, Restaurants, American (New), American (Traditional), Salad, Food, Wraps	Las Vegas		11:0-19:0	11:0-19:0	11:0-16:0	11:0-18:0	11:0-19:0	11:0-19:0	11:0-19:0	0	36.0724699	-115.2435649	Rotisserie Chicken	Spring Valley	89118	33	4.5	NV	american
